iter	PRAUC	Logloss
205	0.9916920923	0.08655583612
206	0.9916951806	0.08650748202
207	0.9916951813	0.08650748127
208	0.9916966574	0.08650171486
209	0.9917055127	0.08644193728
210	0.9917105955	0.08638374124
211	0.9917152201	0.0863536906
212	0.9917152313	0.08635366897
213	0.9917194618	0.08633511433
214	0.9917194724	0.08633510863
215	0.9917234235	0.08632116024
216	0.9917234256	0.0863193141
217	0.9917258729	0.08630334558
218	0.99172617	0.08630002106
219	0.9917346602	0.08618104871
220	0.9917357093	0.08616494827
221	0.9917357093	0.0861649479
222	0.9917398084	0.08608901395
223	0.9917428433	0.08602524876
224	0.9917428764	0.08602523825
225	0.9917428925	0.0860252318
226	0.9917426062	0.08602003698
227	0.9917446624	0.086004389
228	0.9917450038	0.08598148295
229	0.9917529594	0.08589720977
230	0.9917658179	0.08578192925
231	0.9917737166	0.08569592106
232	0.9917738455	0.08568355912
233	0.9917759866	0.08566260486
234	0.9917863071	0.08563565511
235	0.9918080919	0.085577777
236	0.9918159169	0.08549614191
237	0.9918159223	0.08549614055
238	0.9918235007	0.08543326998
239	0.9918251777	0.08541069732
240	0.9918251871	0.08541069201
241	0.9918275457	0.08538827246
242	0.9918335324	0.085324292
243	0.991833587	0.0853242714
244	0.9918342394	0.08532398437
245	0.9918342449	0.08532398181
246	0.99183913	0.08525793531
247	0.9918413569	0.0852357994
248	0.9918419143	0.08523374851
249	0.9918421461	0.08523355202
250	0.9918423691	0.0852329971
251	0.9918472486	0.08517989856
252	0.9918474493	0.08517917498
253	0.9918479336	0.08517865936
254	0.9918479446	0.08517864749
255	0.9918487234	0.08517645617
256	0.9918487248	0.08517645154
257	0.9918487281	0.08517644006
258	0.9918487295	0.08517643891
259	0.9918488566	0.08517618936
260	0.9918489145	0.08517604434
261	0.9918489203	0.08517603491
262	0.9918489243	0.08517602557
263	0.9918490242	0.08517578543
264	0.9918490544	0.0851757246
265	0.9918490435	0.08517571766
266	0.9918521473	0.08516564701
267	0.9918552122	0.0851247536
268	0.9918552126	0.0851247531
269	0.9918553729	0.08512324208
270	0.9918553902	0.08512318243
271	0.9918556209	0.08512291577
272	0.9918556781	0.08512268847
273	0.99185568	0.08512267753
274	0.9918556917	0.08512263451
275	0.9918557764	0.08512240159
276	0.9918558181	0.08512221475
277	0.9918558269	0.0851221686
278	0.991855862	0.08512196831
279	0.9918558678	0.08512193014
280	0.9918558742	0.08512189824
281	0.9918559081	0.08512171027
282	0.9918559088	0.08512170949
283	0.9918559384	0.08512152999
284	0.9918584274	0.08509463945
285	0.9918584482	0.08509447669
286	0.9918621221	0.08504582444
287	0.9918621391	0.08504567726
288	0.991862157	0.08504553767
289	0.9918648777	0.08500694561
290	0.9918648814	0.08500691951
291	0.9918692618	0.08495715574
292	0.9918692644	0.08495713833
293	0.9918692737	0.08495702173
294	0.9918692737	0.08495702147
295	0.991869274	0.08495701744
296	0.9918707311	0.08492620904
297	0.991870733	0.0849261869
298	0.9918707399	0.08492608441
299	0.9918726979	0.0849015974
300	0.9918726982	0.08490159307
301	0.9918726982	0.08490159133
302	0.9918726999	0.08490157162
303	0.9918761664	0.08485181512
304	0.9918799809	0.08479835759
305	0.9918799821	0.08479833685
306	0.9918799825	0.08479833325
307	0.9918799825	0.08479833285
308	0.991880283	0.08475362769
309	0.9918802833	0.08475362422
310	0.9918840068	0.08470957841
311	0.9918878642	0.08462958199
312	0.9918878645	0.08462957385
313	0.99189245	0.08455754933
314	0.9918987172	0.08449232377
315	0.9919003648	0.08447452812
316	0.9919048955	0.08443236025
317	0.9919093701	0.08439755104
318	0.9919131583	0.08433553325
319	0.9919189769	0.08424253278
320	0.9919279227	0.08417354121
321	0.9919348576	0.0841131145
322	0.9919378287	0.08406552171
323	0.9919403318	0.08403154065
324	0.9919424106	0.08400114975
325	0.9919498614	0.0839575184
326	0.9919530313	0.08393905237
327	0.991955048	0.08391694646
328	0.9919562969	0.08389064256
329	0.9919578041	0.08388241761
330	0.9919609844	0.08385421704
331	0.9919696631	0.08369998611
332	0.9919738631	0.08365513498
333	0.9919762489	0.08362846194
334	0.9919790852	0.08358886065
335	0.9919852211	0.08349055199
336	0.9919946161	0.08336466881
337	0.9920002349	0.08330025207
338	0.9920068408	0.08316708523
339	0.9920079988	0.08313795784
340	0.9920149893	0.08308133816
341	0.9920209259	0.08304200111
342	0.9920259074	0.08296885883
343	0.992030104	0.08291619133
344	0.9920390722	0.08281523565
345	0.9920439164	0.08274848481
346	0.9920495271	0.08271694003
347	0.9920592688	0.08269060676
348	0.9920642029	0.08262707222
349	0.9920684885	0.08257995254
350	0.9920700758	0.08255573735
351	0.9920795904	0.08251963791
352	0.9920868524	0.08242687211
353	0.9920896146	0.08240783803
354	0.9920939763	0.08228987891
355	0.9920978262	0.0822248488
356	0.9920996309	0.08219070757
357	0.9921024886	0.08215851358
